Sort,Year,Sport,Gender,Event,Athlete,Medal,City,Country,Team,Code,Birthdate
253,1932,Ice Hockey,M,Ice Hockey,Edwin Frazier,SILVER,Lake Placid,United States,United States,USA,
254,1932,Ice Hockey,M,Ice Hockey,John Garrison,SILVER,Lake Placid,United States,United States,USA,
255,1932,Ice Hockey,M,Ice Hockey,Gerald Hallock,SILVER,Lake Placid,United States,United States,USA,
256,1932,Ice Hockey,M,Ice Hockey,Douglas Everett,SILVER,Lake Placid,United States,United States,USA,
257,1932,Ice Hockey,M,Ice Hockey,Franklin Farrell,SILVER,Lake Placid,United States,United States,USA,
258,1932,Ice Hockey,M,Ice Hockey,Robert Livingston,SILVER,Lake Placid,United States,United States,USA,
259,1932,Ice Hockey,M,Ice Hockey,Ty Anderson,SILVER,Lake Placid,United States,United States,USA,
260,1932,Ice Hockey,M,Ice Hockey,Winthrop Palmer,SILVER,Lake Placid,United States,United States,USA,
261,1932,Ice Hockey,M,Ice Hockey,Francis Nelson,SILVER,Lake Placid,United States,United States,USA,
262,1932,Ice Hockey,M,Ice Hockey,Gordon Smith,SILVER,Lake Placid,United States,United States,USA,
263,1932,Ice Hockey,M,Ice Hockey,Werner Korff,BRONZE,Lake Placid,United States,Germany,DEU,
264,1932,Ice Hockey,M,Ice Hockey,Walter Leinweber,BRONZE,Lake Placid,United States,Germany,DEU,
265,1932,Ice Hockey,M,Ice Hockey,Erich Römer,BRONZE,Lake Placid,United States,Germany,DEU,
266,1932,Ice Hockey,M,Ice Hockey,Martin Schröttle,BRONZE,Lake Placid,United States,Germany,DEU,
267,1932,Ice Hockey,M,Ice Hockey,Marquardt Slevogt,BRONZE,Lake Placid,United States,Germany,DEU,
268,1932,Ice Hockey,M,Ice Hockey,George Strobl,BRONZE,Lake Placid,United States,Germany,DEU,
269,1932,Ice Hockey,M,Ice Hockey,Gustav Jaenecke,BRONZE,Lake Placid,United States,Germany,DEU,
270,1932,Ice Hockey,M,Ice Hockey,Rudi Ball,BRONZE,Lake Placid,United States,Germany,DEU,
271,1932,Ice Hockey,M,Ice Hockey,Alfred Heinrich,BRONZE,Lake Placid,United States,Germany,DEU,
272,1932,Ice Hockey,M,Ice Hockey,Erich Herker,BRONZE,Lake Placid,United States,Germany,DEU,
273,1932,Nordic Combined,M,Individual (18km+Jump),Johan Grøttumsbråten,GOLD,Lake Placid,United States,Norway,NOR,
274,1932,Nordic Combined,M,Individual (18km+Jump),Ole Stenen,SILVER,Lake Placid,United States,Norway,NOR,
275,1932,Nordic Combined,M,Individual (18km+Jump),Hans Vinjarengen,BRONZE,Lake Placid,United States,Norway,NOR,
276,1932,Ski Jumping,M,Normal Hill,Birger Ruud,GOLD,Lake Placid,United States,Norway,NOR,
277,1932,Ski Jumping,M,Normal Hill,Hans Beck,SILVER,Lake Placid,United States,Norway,NOR,
278,1932,Ski Jumping,M,Normal Hill,Kåre Walberg,BRONZE,Lake Placid,United States,Norway,NOR,
279,1932,Speed Skating,M,500m,Jack Shea,GOLD,Lake Placid,United States,United States,USA,
280,1932,Speed Skating,M,500m,Bæla Evensen,SILVER,Lake Placid,United States,Norway,NOR,
281,1932,Speed Skating,M,500m,Alexander Hurd,BRONZE,Lake Placid,United States,Canada,CAN,
282,1932,Speed Skating,M,1500m,Jack Shea,GOLD,Lake Placid,United States,United States,USA,
283,1932,Speed Skating,M,1500m,Alexander Hurd,SILVER,Lake Placid,United States,Canada,CAN,
284,1932,Speed Skating,M,1500m,William Logan,BRONZE,Lake Placid,United States,Canada,CAN,
285,1932,Speed Skating,M,5000m,Irving Jaffee,GOLD,Lake Placid,United States,United States,USA,
286,1932,Speed Skating,M,5000m,Edward Murphy,SILVER,Lake Placid,United States,United States,USA,
287,1932,Speed Skating,M,5000m,William Logan,BRONZE,Lake Placid,United States,Canada,CAN,
288,1932,Speed Skating,M,10000m,Irving Jaffee,GOLD,Lake Placid,United States,United States,USA,
289,1932,Speed Skating,M,10000m,Ivar Ballangrud,SILVER,Lake Placid,United States,Norway,NOR,
290,1932,Speed Skating,M,10000m,Frank Stack,BRONZE,Lake Placid,United States,Canada,CAN,
291,1936,Alpine Skiing,M,Combined,Franz Pfnür,GOLD,Garmisch,Germany,Germany,DEU,
292,1936,Alpine Skiing,M,Combined,Guzzi Lantschner,SILVER,Garmisch,Germany,Germany,DEU,
293,1936,Alpine Skiing,M,Combined,Emile Allais,BRONZE,Garmisch,Germany,France,FRA,
294,1936,Alpine Skiing,F,Combined,Christl Cranz,GOLD,Garmisch,Germany,Germany,DEU,
295,1936,Alpine Skiing,F,Combined,Käthe Grasegger,SILVER,Garmisch,Germany,Germany,DEU,
296,1936,Alpine Skiing,F,Combined,Laila Schou Nilsen,BRONZE,Garmisch,Germany,Norway,NOR,
297,1936,Bobsleigh,M,2-Man Bobsled,Ivan Brown,GOLD,Garmisch,Germany,United States,USA,
298,1936,Bobsleigh,M,2-Man Bobsled,Alan Washbond,GOLD,Garmisch,Germany,United States,USA,
299,1936,Bobsleigh,M,2-Man Bobsled,Fritz Feierabend,SILVER,Garmisch,Germany,Switzerland,CHE,
300,1936,Bobsleigh,M,2-Man Bobsled,Joseph Beerli,SILVER,Garmisch,Germany,Switzerland,CHE,
301,1936,Bobsleigh,M,2-Man Bobsled,Gilbert Colgate,BRONZE,Garmisch,Germany,United States,USA,
302,1936,Bobsleigh,M,2-Man Bobsled,Richard Lawrence,BRONZE,Garmisch,Germany,United States,USA,
303,1936,Bobsleigh,M,4-Man Bobsled,Charles Bouvier,GOLD,Garmisch,Germany,Switzerland,CHE,
304,1936,Bobsleigh,M,4-Man Bobsled,Joseph Beerli,GOLD,Garmisch,Germany,Switzerland,CHE,
305,1936,Bobsleigh,M,4-Man Bobsled,Arnold Gartmann,GOLD,Garmisch,Germany,Switzerland,CHE,
306,1936,Bobsleigh,M,4-Man Bobsled,Pierre Musy,GOLD,Garmisch,Germany,Switzerland,CHE,
307,1936,Bobsleigh,M,4-Man Bobsled,Hans Bütikofer,SILVER,Garmisch,Germany,Switzerland,CHE,
308,1936,Bobsleigh,M,4-Man Bobsled,Reto Capadrutt,SILVER,Garmisch,Germany,Switzerland,CHE,
309,1936,Bobsleigh,M,4-Man Bobsled,Fritz Feierabend,SILVER,Garmisch,Germany,Switzerland,CHE,
310,1936,Bobsleigh,M,4-Man Bobsled,Hans Aichele,SILVER,Garmisch,Germany,Switzerland,CHE,
311,1936,Bobsleigh,M,4-Man Bobsled,James Cardno,BRONZE,Garmisch,Germany,Great Britain,GBR,
312,1936,Bobsleigh,M,4-Man Bobsled,Guy Dugdale,BRONZE,Garmisch,Germany,Great Britain,GBR,
313,1936,Bobsleigh,M,4-Man Bobsled,Charles Green,BRONZE,Garmisch,Germany,Great Britain,GBR,
314,1936,Bobsleigh,M,4-Man Bobsled,Frederick McEvoy,BRONZE,Garmisch,Germany,Great Britain,GBR,
315,1936,Cross-Country Skiing,M,18km,Erik-August Larsson,GOLD,Garmisch,Germany,Sweden,SWE,
316,1936,Cross-Country Skiing,M,18km,Oddbjørn Hagen,SILVER,Garmisch,Germany,Norway,NOR,
317,1936,Cross-Country Skiing,M,18km,Pekka Niemi,BRONZE,Garmisch,Germany,Finland,FIN,
318,1936,Cross-Country Skiing,M,50km,Elis Wiklund,GOLD,Garmisch,Germany,Sweden,SWE,
319,1936,Cross-Country Skiing,M,50km,Axel Wikström,SILVER,Garmisch,Germany,Sweden,SWE,
320,1936,Cross-Country Skiing,M,50km,Nils-Joel Englund,BRONZE,Garmisch,Germany,Sweden,SWE,
321,1936,Cross-Country Skiing,M,4x10km Relay,Sulo Nurmela,GOLD,Garmisch,Germany,Finland,FIN,
322,1936,Cross-Country Skiing,M,4x10km Relay,Källe Jalkanen,GOLD,Garmisch,Germany,Finland,FIN,
323,1936,Cross-Country Skiing,M,4x10km Relay,Klaes Karppinen,GOLD,Garmisch,Germany,Finland,FIN,
324,1936,Cross-Country Skiing,M,4x10km Relay,Matti Lähde,GOLD,Garmisch,Germany,Finland,FIN,
325,1936,Cross-Country Skiing,M,4x10km Relay,Oddbjørn Hagen,SILVER,Garmisch,Germany,Norway,NOR,
326,1936,Cross-Country Skiing,M,4x10km Relay,Sverre Brodahl,SILVER,Garmisch,Germany,Norway,NOR,
327,1936,Cross-Country Skiing,M,4x10km Relay,Olaf Hoffsbakken,SILVER,Garmisch,Germany,Norway,NOR,
328,1936,Cross-Country Skiing,M,4x10km Relay,Bjarne Iversen,SILVER,Garmisch,Germany,Norway,NOR,
329,1936,Cross-Country Skiing,M,4x10km Relay,John Berger,BRONZE,Garmisch,Germany,Sweden,SWE,
330,1936,Cross-Country Skiing,M,4x10km Relay,Arthur Håggblad,BRONZE,Garmisch,Germany,Sweden,SWE,
331,1936,Cross-Country Skiing,M,4x10km Relay,Erik-August Larsson,BRONZE,Garmisch,Germany,Sweden,SWE,
332,1936,Cross-Country Skiing,M,4x10km Relay,Martin Matsbo,BRONZE,Garmisch,Germany,Sweden,SWE,
333,1936,Figure Skating,M,Individual,Karl Schäfer,GOLD,Garmisch,Germany,Austria,AUT,
334,1936,Figure Skating,M,Individual,Ernst Baier,SILVER,Garmisch,Germany,Germany,DEU,
335,1936,Figure Skating,M,Individual,Felix Kaspar,BRONZE,Garmisch,Germany,Austria,AUT,
336,1936,Figure Skating,F,Individual,Sonja Henie,GOLD,Garmisch,Germany,Norway,NOR,
337,1936,Figure Skating,F,Individual,Cecilia Colledge,SILVER,Garmisch,Germany,Great Britain,GBR,
338,1936,Figure Skating,F,Individual,Vivi-Anne Hultén,BRONZE,Garmisch,Germany,Sweden,SWE,
339,1936,Figure Skating,M,Pairs,Ernst Baier,GOLD,Garmisch,Germany,Germany,DEU,
340,1936,Figure Skating,F,Pairs,Maxi Herber,GOLD,Garmisch,Germany,Germany,DEU,
341,1936,Figure Skating,M,Pairs,Erich Pausin,SILVER,Garmisch,Germany,Austria,AUT,
342,1936,Figure Skating,F,Pairs,Ilse Pausin,SILVER,Garmisch,Germany,Austria,AUT,
343,1936,Figure Skating,M,Pairs,László Szollàs,BRONZE,Garmisch,Germany,Hungary,HUN,
344,1936,Figure Skating,F,Pairs,Emília Rotter,BRONZE,Garmisch,Germany,Hungary,HUN,
345,1936,Ice Hockey,M,Ice Hockey,John Coward,GOLD,Garmisch,Germany,Great Britain,GBR,
346,1936,Ice Hockey,M,Ice Hockey,Gordon Dailley,GOLD,Garmisch,Germany,Great Britain,GBR,
347,1936,Ice Hockey,M,Ice Hockey,Gerry Davey,GOLD,Garmisch,Germany,Great Britain,GBR,
348,1936,Ice Hockey,M,Ice Hockey,James Chappell,GOLD,Garmisch,Germany,Great Britain,GBR,
349,1936,Ice Hockey,M,Ice Hockey,Alexander Archer,GOLD,Garmisch,Germany,Great Britain,GBR,
350,1936,Ice Hockey,M,Ice Hockey,Jimmy Borland,GOLD,Garmisch,Germany,Great Britain,GBR,
351,1936,Ice Hockey,M,Ice Hockey,Edgar Brenchley,GOLD,Garmisch,Germany,Great Britain,GBR,
352,1936,Ice Hockey,M,Ice Hockey,Archie Stinchcombe,GOLD,Garmisch,Germany,Great Britain,GBR,
353,1936,Ice Hockey,M,Ice Hockey,Bob Wyman,GOLD,Garmisch,Germany,Great Britain,GBR,
354,1936,Ice Hockey,M,Ice Hockey,John Kilpatrick,GOLD,Garmisch,Germany,Great Britain,GBR,
355,1936,Ice Hockey,M,Ice Hockey,Carl Erhardt,GOLD,Garmisch,Germany,Great Britain,GBR,
356,1936,Ice Hockey,M,Ice Hockey,James Foster,GOLD,Garmisch,Germany,Great Britain,GBR,
357,1936,Ice Hockey,M,Ice Hockey,Maxwell Deacon,SILVER,Garmisch,Germany,Canada,CAN,
358,1936,Ice Hockey,M,Ice Hockey,Kenneth Farmer-Horn,SILVER,Garmisch,Germany,Canada,CAN,
359,1936,Ice Hockey,M,Ice Hockey,Hugh Farquharson,SILVER,Garmisch,Germany,Canada,CAN,
360,1936,Ice Hockey,M,Ice Hockey,James Haggarty,SILVER,Garmisch,Germany,Canada,CAN,
361,1936,Ice Hockey,M,Ice Hockey,Walter Kitchen,SILVER,Garmisch,Germany,Canada,CAN,
362,1936,Ice Hockey,M,Ice Hockey,Raymond Milton,SILVER,Garmisch,Germany,Canada,CAN,
363,1936,Ice Hockey,M,Ice Hockey,Dinty Moore,SILVER,Garmisch,Germany,Canada,CAN,
364,1936,Ice Hockey,M,Ice Hockey,Herman Murray,SILVER,Garmisch,Germany,Canada,CAN,
365,1936,Ice Hockey,M,Ice Hockey,Arthur Nash,SILVER,Garmisch,Germany,Canada,CAN,
366,1936,Ice Hockey,M,Ice Hockey,Dave Neville,SILVER,Garmisch,Germany,Canada,CAN,
367,1936,Ice Hockey,M,Ice Hockey,Ralph Saint Germain,SILVER,Garmisch,Germany,Canada,CAN,
368,1936,Ice Hockey,M,Ice Hockey,Alexander Sinclair,SILVER,Garmisch,Germany,Canada,CAN,
369,1936,Ice Hockey,M,Ice Hockey,Bill Thomson,SILVER,Garmisch,Germany,Canada,CAN,
370,1936,Ice Hockey,M,Ice Hockey,John Lax,BRONZE,Garmisch,Germany,United States,USA,
371,1936,Ice Hockey,M,Ice Hockey,Thomas Moon,BRONZE,Garmisch,Germany,United States,USA,
372,1936,Ice Hockey,M,Ice Hockey,Elbridge Ross,BRONZE,Garmisch,Germany,United States,USA,
373,1936,Ice Hockey,M,Ice Hockey,Paul Rowe,BRONZE,Garmisch,Germany,United States,USA,
374,1936,Ice Hockey,M,Ice Hockey,Francis Shaughnessy,BRONZE,Garmisch,Germany,United States,USA,
375,1936,Ice Hockey,M,Ice Hockey,Gordon Smith,BRONZE,Garmisch,Germany,United States,USA,
376,1936,Ice Hockey,M,Ice Hockey,Francis Spain,BRONZE,Garmisch,Germany,United States,USA,
377,1936,Ice Hockey,M,Ice Hockey,Frank Stubbs,BRONZE,Garmisch,Germany,United States,USA,
378,1936,Ice Hockey,M,Ice Hockey,John Garrison,BRONZE,Garmisch,Germany,United States,USA,
379,1936,Ice Hockey,M,Ice Hockey,August Kammer,BRONZE,Garmisch,Germany,United States,USA,
380,1936,Ice Hockey,M,Ice Hockey,Philip LaBatte,BRONZE,Garmisch,Germany,United States,USA,
381,1936,Nordic Combined,M,Individual (18km+Jump),Oddbjørn Hagen,GOLD,Garmisch,Germany,Norway,NOR,
382,1936,Nordic Combined,M,Individual (18km+Jump),Olaf Hoffsbakken,SILVER,Garmisch,Germany,Norway,NOR,
383,1936,Nordic Combined,M,Individual (18km+Jump),Sverre Brodahl,BRONZE,Garmisch,Germany,Norway,NOR,
384,1936,Ski Jumping,M,Normal Hill,Birger Ruud,GOLD,Garmisch,Germany,Norway,NOR,
385,1936,Ski Jumping,M,Normal Hill,Sven Eriksson,SILVER,Garmisch,Germany,Sweden,SWE,
386,1936,Ski Jumping,M,Normal Hill,Reidar Andersen,BRONZE,Garmisch,Germany,Norway,NOR,
387,1936,Speed Skating,M,500m,Ivar Ballangrud,GOLD,Garmisch,Germany,Norway,NOR,
388,1936,Speed Skating,M,500m,Georg Krog,SILVER,Garmisch,Germany,Norway,NOR,
389,1936,Speed Skating,M,500m,Leo Freisinger,BRONZE,Garmisch,Germany,United States,USA,
390,1936,Speed Skating,M,1500m,Charles Mathiesen,GOLD,Garmisch,Germany,Norway,NOR,
391,1936,Speed Skating,M,1500m,Ivar Ballangrud,SILVER,Garmisch,Germany,Norway,NOR,
392,1936,Speed Skating,M,1500m,Birger Wasenius,BRONZE,Garmisch,Germany,Finland,FIN,
393,1936,Speed Skating,M,5000m,Ivar Ballangrud,GOLD,Garmisch,Germany,Norway,NOR,
394,1936,Speed Skating,M,5000m,Birger Wasenius,SILVER,Garmisch,Germany,Finland,FIN,
395,1936,Speed Skating,M,5000m,Antero Ojala,BRONZE,Garmisch,Germany,Finland,FIN,
396,1936,Speed Skating,M,10000m,Ivar Ballangrud,GOLD,Garmisch,Germany,Norway,NOR,
397,1936,Speed Skating,M,10000m,Birger Wasenius,SILVER,Garmisch,Germany,Finland,FIN,
398,1936,Speed Skating,M,10000m,Max Stiepl,BRONZE,Garmisch,Germany,Austria,AUT,
399,1948,Alpine Skiing,M,Combined,Henri Oreiller,GOLD,St. Moritz,Switzerland,France,FRA,
400,1948,Alpine Skiing,M,Combined,Karl Molitor,SILVER,St. Moritz,Switzerland,Switzerland,CHE,
401,1948,Alpine Skiing,M,Combined,James Couttet,BRONZE,St. Moritz,Switzerland,France,FRA,
402,1948,Alpine Skiing,F,Combined,Trude Jochum-Beiser,GOLD,St. Moritz,Switzerland,Austria,AUT,
403,1948,Alpine Skiing,F,Combined,Gretchen Fraser,SILVER,St. Moritz,Switzerland,United States,USA,
404,1948,Alpine Skiing,F,Combined,Erika Mahringer,BRONZE,St. Moritz,Switzerland,Austria,AUT,
405,1948,Alpine Skiing,M,Downhill,Henri Oreiller,GOLD,St. Moritz,Switzerland,France,FRA,
406,1948,Alpine Skiing,M,Downhill,Franz Gabl,SILVER,St. Moritz,Switzerland,Austria,AUT,
407,1948,Alpine Skiing,M,Downhill,Karl Molitor,BRONZE,St. Moritz,Switzerland,Switzerland,CHE,
408,1948,Alpine Skiing,M,Downhill,Ralph Olinger,BRONZE,St. Moritz,Switzerland,Switzerland,CHE,
409,1948,Alpine Skiing,F,Downhill,Hedy Schlunegger,GOLD,St. Moritz,Switzerland,Switzerland,CHE,
410,1948,Alpine Skiing,F,Downhill,Trude Jochum-Beiser,SILVER,St. Moritz,Switzerland,Austria,AUT,
411,1948,Alpine Skiing,F,Downhill,Resi Hammerer,BRONZE,St. Moritz,Switzerland,Austria,AUT,
412,1948,Alpine Skiing,M,Slalom,Edy Reinalter,GOLD,St. Moritz,Switzerland,Switzerland,CHE,
413,1948,Alpine Skiing,M,Slalom,James Couttet,SILVER,St. Moritz,Switzerland,France,FRA,
414,1948,Alpine Skiing,M,Slalom,Henri Oreiller,BRONZE,St. Moritz,Switzerland,France,FRA,
415,1948,Alpine Skiing,F,Slalom,Gretchen Fraser,GOLD,St. Moritz,Switzerland,United States,USA,
416,1948,Alpine Skiing,F,Slalom,Antoinette Meyer,SILVER,St. Moritz,Switzerland,Switzerland,CHE,
417,1948,Alpine Skiing,F,Slalom,Erika Mahringer,BRONZE,St. Moritz,Switzerland,Austria,AUT,
418,1948,Bobsleigh,M,2-Man Bobsled,Felix Endrich,GOLD,St. Moritz,Switzerland,Switzerland,CHE,
419,1948,Bobsleigh,M,2-Man Bobsled,Fritz Waller,GOLD,St. Moritz,Switzerland,Switzerland,CHE,
420,1948,Bobsleigh,M,2-Man Bobsled,Fritz Feierabend,SILVER,St. Moritz,Switzerland,Switzerland,CHE,
421,1948,Bobsleigh,M,2-Man Bobsled,Paul Hans Eberhard,SILVER,St. Moritz,Switzerland,Switzerland,CHE,
422,1948,Bobsleigh,M,2-Man Bobsled,Frederick Fortune,BRONZE,St. Moritz,Switzerland,United States,USA,
423,1948,Bobsleigh,M,2-Man Bobsled,Schuyler Carron,BRONZE,St. Moritz,Switzerland,United States,USA,
424,1948,Bobsleigh,M,4-Man Bobsled,Pat Martin,GOLD,St. Moritz,Switzerland,United States,USA,
425,1948,Bobsleigh,M,4-Man Bobsled,Edward Rimkus,GOLD,St. Moritz,Switzerland,United States,USA,
426,1948,Bobsleigh,M,4-Man Bobsled,Francis Tyler,GOLD,St. Moritz,Switzerland,United States,USA,
427,1948,Bobsleigh,M,4-Man Bobsled,William D'Amico,GOLD,St. Moritz,Switzerland,United States,USA,
428,1948,Bobsleigh,M,4-Man Bobsled,Max Houben,SILVER,St. Moritz,Switzerland,Belgium,BEL,
429,1948,Bobsleigh,M,4-Man Bobsled,Freddy Mansveld,SILVER,St. Moritz,Switzerland,Belgium,BEL,
430,1948,Bobsleigh,M,4-Man Bobsled,Jacques Mouvet,SILVER,St. Moritz,Switzerland,Belgium,BEL,
431,1948,Bobsleigh,M,4-Man Bobsled,Louis-Georges Niels,SILVER,St. Moritz,Switzerland,Belgium,BEL,
432,1948,Bobsleigh,M,4-Man Bobsled,Donald Dupree,BRONZE,St. Moritz,Switzerland,United States,USA,
433,1948,Bobsleigh,M,4-Man Bobsled,William Dupree,BRONZE,St. Moritz,Switzerland,United States,USA,
434,1948,Bobsleigh,M,4-Man Bobsled,James Bickford,BRONZE,St. Moritz,Switzerland,United States,USA,
435,1948,Bobsleigh,M,4-Man Bobsled,Thomas Hicks,BRONZE,St. Moritz,Switzerland,United States,USA,
436,1948,Cross-Country Skiing,M,18km,Martin Lundström,GOLD,St. Moritz,Switzerland,Sweden,SWE,
437,1948,Cross-Country Skiing,M,18km,Nils Östensson,SILVER,St. Moritz,Switzerland,Sweden,SWE,
438,1948,Cross-Country Skiing,M,18km,Gunnar Eriksson,BRONZE,St. Moritz,Switzerland,Sweden,SWE,
439,1948,Cross-Country Skiing,M,50km,Nils Karlsson,GOLD,St. Moritz,Switzerland,Sweden,SWE,
440,1948,Cross-Country Skiing,M,50km,Harald Eriksson,SILVER,St. Moritz,Switzerland,Sweden,SWE,
441,1948,Cross-Country Skiing,M,50km,Benjamin Vanninen,BRONZE,St. Moritz,Switzerland,Finland,FIN,
442,1948,Cross-Country Skiing,M,4x10km Relay,Gunnar Eriksson,GOLD,St. Moritz,Switzerland,Sweden,SWE,
443,1948,Cross-Country Skiing,M,4x10km Relay,Martin Lundström,GOLD,St. Moritz,Switzerland,Sweden,SWE,
444,1948,Cross-Country Skiing,M,4x10km Relay,Nils Östensson,GOLD,St. Moritz,Switzerland,Sweden,SWE,
445,1948,Cross-Country Skiing,M,4x10km Relay,Nils Tåpp,GOLD,St. Moritz,Switzerland,Sweden,SWE,
446,1948,Cross-Country Skiing,M,4x10km Relay,August Kiuru,SILVER,St. Moritz,Switzerland,Finland,FIN,
447,1948,Cross-Country Skiing,M,4x10km Relay,Teuvo Laukkanen,SILVER,St. Moritz,Switzerland,Finland,FIN,
448,1948,Cross-Country Skiing,M,4x10km Relay,Sauli Rytky,SILVER,St. Moritz,Switzerland,Finland,FIN,
449,1948,Cross-Country Skiing,M,4x10km Relay,Lauri Silvennoinen,SILVER,St. Moritz,Switzerland,Finland,FIN,
450,1948,Cross-Country Skiing,M,4x10km Relay,Erling Evensen,BRONZE,St. Moritz,Switzerland,Norway,NOR,
451,1948,Cross-Country Skiing,M,4x10km Relay,Olav Hagen,BRONZE,St. Moritz,Switzerland,Norway,NOR,
452,1948,Cross-Country Skiing,M,4x10km Relay,Reidar Nyborg,BRONZE,St. Moritz,Switzerland,Norway,NOR,
453,1948,Cross-Country Skiing,M,4x10km Relay,Olaf Økern,BRONZE,St. Moritz,Switzerland,Norway,NOR,
454,1948,Figure Skating,M,Individual,Richard Button,GOLD,St. Moritz,Switzerland,United States,USA,
455,1948,Figure Skating,M,Individual,Hans Gerschwiler,SILVER,St. Moritz,Switzerland,Switzerland,CHE,
456,1948,Figure Skating,M,Individual,Edi Rada,BRONZE,St. Moritz,Switzerland,Austria,AUT,
457,1948,Figure Skating,F,Individual,Barbara-Ann Scott,GOLD,St. Moritz,Switzerland,Canada,CAN,
458,1948,Figure Skating,F,Individual,Eva Pawlik,SILVER,St. Moritz,Switzerland,Austria,AUT,
459,1948,Figure Skating,F,Individual,Jeannette Altwegg,BRONZE,St. Moritz,Switzerland,Great Britain,GBR,
460,1948,Figure Skating,M,Pairs,Pierre Baugniet,GOLD,St. Moritz,Switzerland,Belgium,BEL,
461,1948,Figure Skating,F,Pairs,Micheline Lannoy,GOLD,St. Moritz,Switzerland,Belgium,BEL,
462,1948,Figure Skating,M,Pairs,Andrea Kékessy,SILVER,St. Moritz,Switzerland,Hungary,HUN,
463,1948,Figure Skating,F,Pairs,Ede Király,SILVER,St. Moritz,Switzerland,Hungary,HUN,
464,1948,Figure Skating,M,Pairs,Wallace Diestelmeyer,BRONZE,St. Moritz,Switzerland,Canada,CAN,
465,1948,Figure Skating,F,Pairs,Suzanne Morrow,BRONZE,St. Moritz,Switzerland,Canada,CAN,
466,1948,Ice Hockey,M,Ice Hockey,Murray Dowey,GOLD,St. Moritz,Switzerland,Canada,CAN,
467,1948,Ice Hockey,M,Ice Hockey,Frank Dunster,GOLD,St. Moritz,Switzerland,Canada,CAN,
468,1948,Ice Hockey,M,Ice Hockey,Jean Gravelle,GOLD,St. Moritz,Switzerland,Canada,CAN,
469,1948,Ice Hockey,M,Ice Hockey,Patsy Guzzo,GOLD,St. Moritz,Switzerland,Canada,CAN,
470,1948,Ice Hockey,M,Ice Hockey,Wally Halder,GOLD,St. Moritz,Switzerland,Canada,CAN,
471,1948,Ice Hockey,M,Ice Hockey,Ted Hibberd,GOLD,St. Moritz,Switzerland,Canada,CAN,
472,1948,Ice Hockey,M,Ice Hockey,Henri-André Laperrière,GOLD,St. Moritz,Switzerland,Canada,CAN,
473,1948,Ice Hockey,M,Ice Hockey,John Lecompte,GOLD,St. Moritz,Switzerland,Canada,CAN,
474,1948,Ice Hockey,M,Ice Hockey,George Mara,GOLD,St. Moritz,Switzerland,Canada,CAN,
475,1948,Ice Hockey,M,Ice Hockey,Albert Renaud,GOLD,St. Moritz,Switzerland,Canada,CAN,
476,1948,Ice Hockey,M,Ice Hockey,Reginald Schroeter,GOLD,St. Moritz,Switzerland,Canada,CAN,
477,1948,Ice Hockey,M,Ice Hockey,Irving Taylor,GOLD,St. Moritz,Switzerland,Canada,CAN,
478,1948,Ice Hockey,M,Ice Hockey,Vladimír Bouzek,SILVER,St. Moritz,Switzerland,Czechoslovakia,CZE,
479,1948,Ice Hockey,M,Ice Hockey,Gustav Bubník,SILVER,St. Moritz,Switzerland,Czechoslovakia,CZE,
480,1948,Ice Hockey,M,Ice Hockey,Jaroslav Drobny,SILVER,St. Moritz,Switzerland,Czechoslovakia,CZE,
481,1948,Ice Hockey,M,Ice Hockey,Premysl Hajny,SILVER,St. Moritz,Switzerland,Czechoslovakia,CZE,
482,1948,Ice Hockey,M,Ice Hockey,Zdenek Jarkovsky,SILVER,St. Moritz,Switzerland,Czechoslovakia,CZE,
483,1948,Ice Hockey,M,Ice Hockey,Stanislav Konopásek,SILVER,St. Moritz,Switzerland,Czechoslovakia,CZE,
484,1948,Ice Hockey,M,Ice Hockey,Bohumil Modry,SILVER,St. Moritz,Switzerland,Czechoslovakia,CZE,
485,1948,Ice Hockey,M,Ice Hockey,Miloslav Pokorny,SILVER,St. Moritz,Switzerland,Czechoslovakia,CZE,
486,1948,Ice Hockey,M,Ice Hockey,Václav Rozinák,SILVER,St. Moritz,Switzerland,Czechoslovakia,CZE,
487,1948,Ice Hockey,M,Ice Hockey,Miroslav Sláma,SILVER,St. Moritz,Switzerland,Czechoslovakia,CZE,
