Index,Year,Sport,Gender,Event,Athlete,Medal,City,Country,Team,Code,Birthdate
17369,1976,Sailing,M,Mixed Two Person Keelboat,Dennis Conner,BRONZE,Montreal,Canada,United States,USA,
17370,1976,Sailing,M,Tornado (Mixed Multihull),John Osborn,GOLD,Montreal,Canada,Great Britain,GBR,
17371,1976,Sailing,M,Tornado (Mixed Multihull),Reg White,GOLD,Montreal,Canada,Great Britain,GBR,
17372,1976,Sailing,M,Tornado (Mixed Multihull),David McFaull,SILVER,Montreal,Canada,United States,USA,
17373,1976,Sailing,M,Tornado (Mixed Multihull),Michael Rothwell,SILVER,Montreal,Canada,United States,USA,
17374,1976,Sailing,M,Tornado (Mixed Multihull),Jörg Spengler,BRONZE,Montreal,Canada,West Germany,DEU,
17375,1976,Sailing,M,Tornado (Mixed Multihull),Jörg Schmall,BRONZE,Montreal,Canada,West Germany,DEU,
17376,1976,Sailing,M,Mixed Three Person Keelboat,Valdemar Bandolowski,GOLD,Montreal,Canada,Denmark,DNK,
17377,1976,Sailing,M,Mixed Three Person Keelboat,Poul Jensen,GOLD,Montreal,Canada,Denmark,DNK,
17378,1976,Sailing,M,Mixed Three Person Keelboat,Erik Hansen,GOLD,Montreal,Canada,Denmark,DNK,
17379,1976,Sailing,M,Mixed Three Person Keelboat,John Kolius,SILVER,Montreal,Canada,United States,USA,
17380,1976,Sailing,M,Mixed Three Person Keelboat,Richard Hoepfner,SILVER,Montreal,Canada,United States,USA,
17381,1976,Sailing,M,Mixed Three Person Keelboat,Walter Glasgow,SILVER,Montreal,Canada,United States,USA,
17382,1976,Sailing,M,Mixed Three Person Keelboat,Michael Zachries,BRONZE,Montreal,Canada,East Germany,DEU,
17383,1976,Sailing,M,Mixed Three Person Keelboat,Dieter Below,BRONZE,Montreal,Canada,East Germany,DEU,
17384,1976,Sailing,M,Mixed Three Person Keelboat,Olaf Engelhardt,BRONZE,Montreal,Canada,East Germany,DEU,
17385,1976,Shooting,M,25m Rapid-Fire Pistol,Norbert Klaar,GOLD,Montreal,Canada,East Germany,DEU,
17386,1976,Shooting,M,25m Rapid-Fire Pistol,Jürgen Wiefel,SILVER,Montreal,Canada,East Germany,DEU,
17387,1976,Shooting,M,25m Rapid-Fire Pistol,Roberto Ferraris,BRONZE,Montreal,Canada,Italy,ITA,
17388,1976,Shooting,M,50m Free Pistol,Uwe Potteck,GOLD,Montreal,Canada,East Germany,DEU,
17389,1976,Shooting,M,50m Free Pistol,Harald Vollmar,SILVER,Montreal,Canada,East Germany,DEU,
17390,1976,Shooting,M,50m Free Pistol,Rudolf Dollinger,BRONZE,Montreal,Canada,Austria,AUT,
17391,1976,Shooting,M,50m Running Target,Aleksandr Gazov,GOLD,Montreal,Canada,Soviet Union,RUS,
17392,1976,Shooting,M,50m Running Target,Aleksandr Kedyarov,SILVER,Montreal,Canada,Soviet Union,RUS,
17393,1976,Shooting,M,50m Running Target,Jerzy Greszkiewicz,BRONZE,Montreal,Canada,Poland,POL,
17394,1976,Shooting,M,50m Small-Bore Rifle Prone,Karl-Heinz Smieszek,GOLD,Montreal,Canada,West Germany,DEU,
17395,1976,Shooting,M,50m Small-Bore Rifle Prone,Ulrich Lind,SILVER,Montreal,Canada,West Germany,DEU,
17396,1976,Shooting,M,50m Small-Bore Rifle Prone,Gennady Lushchikov,BRONZE,Montreal,Canada,Soviet Union,RUS,
17397,1976,Shooting,M,50m Small-Bore Rifle Three Positions,Lanny Bassham,GOLD,Montreal,Canada,United States,USA,
17398,1976,Shooting,M,50m Small-Bore Rifle Three Positions,Werner Seibold,BRONZE,Montreal,Canada,West Germany,DEU,
17399,1976,Shooting,F,50m Small-Bore Rifle Three Positions,Margaret Murdoch,SILVER,Montreal,Canada,United States,USA,
